Ligand SMILES,Target Name,Kd (nM)
O[C@H]1CN(C[C@H]1O)C(=O)c1nc(C(=O)N2C3CCC2CC3)c(s1)-c1ccc(c(Cl)c1Cl)C(O)(C(F)(F)F)C(F)(F)F,Nuclear receptor ROR-gamma,26.0
CC(C)(O)C(O)CNC(=O)c1nc(C(=O)N2C3CCC2CC3)c(s1)-c1ccc(c(Cl)c1Cl)C(O)(C(F)(F)F)C(F)(F)F,Nuclear receptor ROR-gamma,3.2
C[C@H]1CCCN1C(=O)c1nc(sc1-c1ccc(cc1Cl)C(O)(C(F)(F)F)C(F)(F)F)C(=O)N1CC(O)(C1)C(C)(C)O,Nuclear receptor ROR-gamma,2.5
C[C@H]1CCCN1C(=O)c1nc(sc1-c1ccc(cc1C(F)(F)F)C(O)(C(F)(F)F)C(F)(F)F)C(=O)NCC(C)(C)O,Nuclear receptor ROR-gamma,1.4
C[C@H]1CCCN1C(=O)c1nc(sc1-c1ccc(cc1C(F)(F)F)C(O)(C(F)(F)F)C(F)(F)F)C(=O)N1C[C@@H](O)C[C@@H](O)C1,Nuclear receptor ROR-gamma,0.83
C[C@H]1CCCN1C(=O)c1nc(sc1-c1ccc(cc1C(F)(F)F)C(O)(C(F)(F)F)C(F)(F)F)C(=O)N1CC(O)(C1)C(C)(C)O,Nuclear receptor ROR-gamma,2.8
CCN(CC)C(=O)c1nc(sc1-c1ccc(c(Cl)c1Cl)C(O)(C(F)(F)F)C(F)(F)F)C(=O)N1CCS(=N)(=O)CC1,Nuclear receptor ROR-gamma,47.0
C[C@H]1CC(F)(F)CN1C(=O)c1nc(sc1-c1ccc(c(Cl)c1Cl)C(O)(C(F)(F)F)C(F)(F)F)C(=O)N1CC2(C1)CS(=N)(=O)C2,Nuclear receptor ROR-gamma,0.5
CN=S1(=O)CC2(CN(C2)C(=O)c2nc(C(=O)N3CC(F)(F)C[C@@H]3C)c(s2)-c2ccc(c(Cl)c2Cl)C(O)(C(F)(F)F)C(F)(F)F)C1,Nuclear receptor ROR-gamma,14.0
C[C@H]1CCCN1C(=O)c1nc(sc1-c1ccc(cc1C(F)F)C(O)(C(F)(F)F)C(F)(F)F)C(=O)NCC(C)(C)O,Nuclear receptor ROR-gamma,1.1
C[C@H]1CCCCN1C(=O)c1nc(sc1-c1ccc(cc1C(F)F)C(O)(C(F)(F)F)C(F)(F)F)C(=O)NCC(C)(C)O,Nuclear receptor ROR-gamma,0.06
CC(C)(O)CNC(=O)c1nc(C(=O)N2C3CCC2CC3)c(s1)-c1ccc(cc1C(F)F)C(O)(C(F)(F)F)C(F)(F)F,Nuclear receptor ROR-gamma,1.4
C[C@H]1CCCN1C(=O)c1nc(sc1-c1ccc(c(F)c1C(F)F)C(O)(C(F)(F)F)C(F)(F)F)C(=O)NCC(C)(C)O,Nuclear receptor ROR-gamma,9.4
C[C@H]1CCCN1C(=O)c1nc(sc1-c1ccc(c(Cl)c1F)C(O)(C(F)(F)F)C(F)(F)F)C(=O)NCC(C)(C)O,Nuclear receptor ROR-gamma,1.1
C[C@H]1CCCN1C(=O)c1nc(sc1-c1ccc(cc1OC(F)F)C(O)(C(F)(F)F)C(F)(F)F)C(=O)NCC(C)(C)O,Nuclear receptor ROR-gamma,0.91
COc1cc(ccc1-c1sc(nc1C(=O)N1CCC[C@@H]1C)C(=O)NCC(C)(C)O)C(O)(C(F)(F)F)C(F)(F)F,Nuclear receptor ROR-gamma,1.7
C[C@H]1CC(F)(F)CN1C(=O)c1nc(sc1-c1ccc(cc1C(F)F)C(O)(C(F)(F)F)C(F)(F)F)C(=O)NCC(C)(C)O,Nuclear receptor ROR-gamma,0.29
CCc1cc(ccc1-c1sc(nc1C(=O)N1CCC[C@@H]1C)C(=O)NCC(C)(C)O)C(O)(C(F)(F)F)C(F)(F)F,Nuclear receptor ROR-gamma,0.46
C[C@H]1CCCN1C(=O)c1nc(sc1-c1ccc(cc1Cl)C(O)(C(F)(F)F)C(F)(F)F)C(=O)NCC(C)(C)O,Nuclear receptor ROR-gamma,0.26
C[C@H]1CCCCN1C(=O)c1nc(sc1-c1cnc(cc1C)C(O)(C(F)(F)F)C(F)(F)F)C(=O)NCC(C)(C)O,Nuclear receptor ROR-gamma,21.0
C[C@H]1CCCN1C(=O)c1nc(sc1-c1ccc(cc1F)C(O)(C(F)(F)F)C(F)(F)F)C(=O)NCC(C)(C)O,Nuclear receptor ROR-gamma,8.8
C[C@H]1CCCCN1C(=O)c1nc(sc1-c1ccc(c(Cl)c1Cl)C(O)(C(F)(F)F)C(F)(F)F)C(=O)NCC(C)(C)c1noc(=O)[nH]1,Nuclear receptor ROR-gamma,0.009
C[C@H]1CCCN1C(=O)c1nc(sc1-c1cnc(cc1C(F)(F)F)C(O)(C(F)(F)F)C(F)(F)F)C(=O)NCC(C)(C)O,Nuclear receptor ROR-gamma,2.3
C[C@H]1CCCCN1C(=O)c1nc(sc1-c1cnc(cc1C(F)(F)F)C(O)(C(F)(F)F)C(F)(F)F)C(=O)NCC(C)(C)O,Nuclear receptor ROR-gamma,0.08
CC(C)(O)CNC(=O)c1nc(C(=O)N2CCC(F)CC2)c(s1)-c1cnc(cc1C(F)(F)F)C(O)(C(F)(F)F)C(F)(F)F,Nuclear receptor ROR-gamma,4.4
C[C@H]1CCCN1C(=O)c1nc(sc1-c1ccc(cc1C)C(O)(C(F)(F)F)C(F)(F)F)C(=O)NCC(C)(C)O,Nuclear receptor ROR-gamma,2.1
C[C@H]1CCCN1C(=O)c1nc(sc1-c1ccc(cc1OC(F)(F)F)C(O)(C(F)(F)F)C(F)(F)F)C(=O)NCC(C)(C)O,Nuclear receptor ROR-gamma,0.17
C[C@H]1CC(F)(F)CN1C(=O)c1nc(sc1-c1ccc(cc1C)C(O)(C(F)(F)F)C(F)(F)F)C(=O)NCC(C)(C)O,Nuclear receptor ROR-gamma,0.35
C[C@H]1CCCN1C(=O)c1nc(sc1-c1ccc(c(F)c1F)C(O)(C(F)(F)F)C(F)(F)F)C(=O)NCC(C)(C)O,Nuclear receptor ROR-gamma,8.7
C[C@H]1CCCCN1C(=O)c1nc(sc1-c1ccc(cc1C)C(O)(C(F)(F)F)C(F)(F)F)C(=O)NCC(C)(C)O,Nuclear receptor ROR-gamma,0.21
Cc1cc(ccc1-c1sc(nc1C(=O)N1C2CCC1CC2)C(=O)NCC(C)(C)O)C(O)(C(F)(F)F)C(F)(F)F,Nuclear receptor ROR-gamma,2.1
COc1cc(ccc1-c1sc(nc1C(=O)N1CCCC[C@@H]1C)C(=O)NCC(C)(C)O)C(O)(C(F)(F)F)C(F)(F)F,Nuclear receptor ROR-gamma,0.29
COc1cc(ccc1-c1sc(nc1C(=O)N1CC(F)(F)C[C@@H]1C)C(=O)NCC(C)(C)O)C(O)(C(F)(F)F)C(F)(F)F,Nuclear receptor ROR-gamma,0.84
CCn1c(nc2c(c(Br)c(Br)cc12)[N+]([O-])=O)N1CCNCC1,Receptor-type tyrosine-protein kinase FLT3,74.0
CC(C)n1c(nc2c(c(Br)c(Br)cc12)[N+]([O-])=O)N1CCNCC1,Receptor-type tyrosine-protein kinase FLT3,18.0
COc1cc2ncc(nc2cc1OC)-c1ccc(CC(=O)Nc2cc(on2)C2(CC2)C(F)(F)F)cc1,Receptor-type tyrosine-protein kinase FLT3,4.0
COc1ccc2cc(cnc2c1)-c1ccc(CC(=O)Nc2cc(on2)C2(CC2)C(F)(F)F)cc1,Receptor-type tyrosine-protein kinase FLT3,4.0
FC(F)(F)C1(CC1)c1cc(NC(=O)Cc2ccc(cc2)-c2cnc3[nH]ccc3n2)no1,Receptor-type tyrosine-protein kinase FLT3,4.0
COc1cc2ncc(nc2cc1OC)-c1ccc(CC(=O)Nc2cc(on2)C2(CC2)C(F)(F)F)c(F)c1,Receptor-type tyrosine-protein kinase FLT3,4.0
COc1cc2cc(cnc2cc1OC)-c1ccc(CC(=O)Nc2cc(on2)C2(CC2)C(F)(F)F)cc1,Receptor-type tyrosine-protein kinase FLT3,4.0
COc1cc2ncc(nc2cc1OC)-c1ccc(CC(=O)Nc2cc(on2)C(C)(C)C)cc1,Receptor-type tyrosine-protein kinase FLT3,4.0
Nc1nc2ccccc2nc1-c1ccc(CC(=O)Nc2cc(on2)C2(CC2)C(F)(F)F)cc1,Receptor-type tyrosine-protein kinase FLT3,4.0
COc1cc2ncc(nc2cc1OC)-c1ccc(CC(=O)Nc2cc(on2)C(C)(C)C(F)(F)F)cc1,Receptor-type tyrosine-protein kinase FLT3,4.0
Cn1ccc2ncc(nc12)-c1ccc(CC(=O)Nc2cc(on2)C2(CC2)C(F)(F)F)cc1,Receptor-type tyrosine-protein kinase FLT3,4.0
FC(F)(F)C1(CC1)c1cc(NC(=O)Cc2ccc(cc2)-c2cnc3ccsc3c2)no1,Receptor-type tyrosine-protein kinase FLT3,4.0
FC(F)(F)C1(CC1)c1cc(NC(=O)Cc2ccc(cc2)-c2cnc3cccnc3c2)no1,Receptor-type tyrosine-protein kinase FLT3,4.0
FC(F)(F)C1(CC1)c1cc(NC(=O)Cc2ccc(cc2)-c2cnc3ccncc3c2)no1,Receptor-type tyrosine-protein kinase FLT3,4.0
COc1cc(OC)c2cc(cnc2c1)-c1ccc(CC(=O)Nc2cc(on2)C2(CC2)C(F)(F)F)cc1,Receptor-type tyrosine-protein kinase FLT3,4.0
FC(F)(F)C1(CC1)c1cc(NC(=O)Cc2ccc(cc2)-c2cnc3[nH]cnc3n2)no1,Receptor-type tyrosine-protein kinase FLT3,4.0
COc1cc2ncc(nc2cc1OC)-c1ccc(CC(=O)Nc2cc(on2)C(C)(C)C(F)(F)F)c(F)c1,Receptor-type tyrosine-protein kinase FLT3,4.0
CC(O)c1n[nH]c2ncc(cc12)-c1ccc(CC(=O)Nc2cc(on2)C(C)(C)C)c(F)c1,Receptor-type tyrosine-protein kinase FLT3,4.0
COc1n[nH]c2ncc(cc12)-c1ccc(CC(=O)Nc2cc(on2)C(C)(C)C(F)(F)F)c(F)c1,Receptor-type tyrosine-protein kinase FLT3,4.0
CC(C)(C)c1cc(NC(=O)Cc2ccc(cc2)-c2cnc3[nH]c(cc3c2)C(=O)NCCO)no1,Receptor-type tyrosine-protein kinase FLT3,4.0
CNC(=O)c1cc2cc(cnc2[nH]1)-c1ccc(CC(=O)Nc2cc(on2)C(C)(C)C)cc1,Receptor-type tyrosine-protein kinase FLT3,4.0
CN(C)CCNC(=O)c1cc2cc(cnc2[nH]1)-c1ccc(CC(=O)Nc2cc(on2)C(C)(C)C)cc1,Receptor-type tyrosine-protein kinase FLT3,4.0
CN(C)CCCN(C)C(=O)c1cc2cc(cnc2[nH]1)-c1ccc(CC(=O)Nc2cc(on2)C(C)(C)C)cc1,Receptor-type tyrosine-protein kinase FLT3,4.0
CC(C)(C)c1cc(NC(=O)Cc2ccc(cc2)-c2cnc3[nH]c(cc3c2)C(=O)NCCS(C)(=O)=O)no1,Receptor-type tyrosine-protein kinase FLT3,4.0
CN1CCC(CC1)NC(=O)c1cc2cc(cnc2[nH]1)-c1ccc(CC(=O)Nc2cc(on2)C(C)(C)C)cc1,Receptor-type tyrosine-protein kinase FLT3,4.0
OCc1cc2cc(cnc2[nH]1)-c1ccc(CC(=O)Nc2cc(on2)C2(CC2)C(F)(F)F)c(F)c1,Receptor-type tyrosine-protein kinase FLT3,4.0
CC(=O)OCCOc1cc2ncc(nc2cc1OCCOC(C)=O)-c1ccc(CC(=O)Nc2cc(on2)C2(CC2)C(F)(F)F)c(F)c1,Receptor-type tyrosine-protein kinase FLT3,4.0
OCCOc1cc2ncc(nc2cc1OCCO)-c1ccc(CC(=O)Nc2cc(on2)C2(CC2)C(F)(F)F)c(F)c1,Receptor-type tyrosine-protein kinase FLT3,4.0
Fc1cc(ccc1CC(=O)Nc1cc(on1)C1(CC1)C(F)(F)F)-c1cnc2cc3OCCOc3cc2n1,Receptor-type tyrosine-protein kinase FLT3,4.0
COCCOc1cc2nc(cnc2cc1OC)-c1ccc(CC(=O)Nc2cc(on2)C2(CC2)C(F)(F)F)c(F)c1,Receptor-type tyrosine-protein kinase FLT3,4.0
COc1cc2nc(cnc2cc1O)-c1ccc(CC(=O)Nc2cc(on2)C2(CC2)C(F)(F)F)c(F)c1,Receptor-type tyrosine-protein kinase FLT3,4.0
COc1cc2nc(cnc2cc1OCCN1CCOCC1)-c1ccc(CC(=O)Nc2cc(on2)C2(CC2)C(F)(F)F)c(F)c1,Receptor-type tyrosine-protein kinase FLT3,4.0
COc1cc2ncc(nc2cc1OCCO)-c1ccc(CC(=O)Nc2cc(on2)C2(CC2)C(F)(F)F)c(F)c1,Receptor-type tyrosine-protein kinase FLT3,4.0
COc1cc2nc(cnc2cc1OCCN1CCN(C)CC1)-c1ccc(CC(=O)Nc2cc(on2)C2(CC2)C(F)(F)F)c(F)c1,Receptor-type tyrosine-protein kinase FLT3,4.0
COc1cc2nc(cnc2cc1OCCN1CCC(F)(F)C1)-c1ccc(CC(=O)Nc2cc(on2)C2(CC2)C(F)(F)F)c(F)c1,Receptor-type tyrosine-protein kinase FLT3,4.0
COc1cc2nc(cnc2cc1Br)-c1ccc(CC(=O)Nc2cc(on2)C2(CC2)C(F)(F)F)c(F)c1,Receptor-type tyrosine-protein kinase FLT3,4.0
COc1cc2nc(cnc2cc1CC(O)CO)-c1ccc(CC(=O)Nc2cc(on2)C2(CC2)C(F)(F)F)c(F)c1,Receptor-type tyrosine-protein kinase FLT3,4.0
COc1cc2nc(cnc2cc1NCCN1CCOCC1)-c1ccc(CC(=O)Nc2cc(on2)C2(CC2)C(F)(F)F)c(F)c1,Receptor-type tyrosine-protein kinase FLT3,4.0
CCOc1cc2ncc(cc2cc1OC)-c1ccc(CC(=O)Nc2cc(on2)C2(CC2)C(F)(F)F)c(F)c1,Receptor-type tyrosine-protein kinase FLT3,4.0
COc1cc2ncc(cc2cc1OCCN1CC[C@H](O)[C@@H](F)C1)-c1ccc(CC(=O)Nc2cc(on2)C(C)(C)C(F)(F)F)c(F)c1,Receptor-type tyrosine-protein kinase FLT3,4.0
COc1cc2cc(cnc2cc1OCCO)-c1ccc(CC(=O)Nc2cc(on2)C2(CC2)C(F)(F)F)c(F)c1,Receptor-type tyrosine-protein kinase FLT3,4.0
COc1cc2nc(cnc2cc1OC1CNC1)-c1ccc(CC(=O)Nc2cc(on2)C2(CC2)C(F)(F)F)c(F)c1,Receptor-type tyrosine-protein kinase FLT3,4.0
COc1cc2nc(cnc2cc1OC1CN(C)C1)-c1ccc(CC(=O)Nc2cc(on2)C2(CC2)C(F)(F)F)c(F)c1,Receptor-type tyrosine-protein kinase FLT3,4.0
COc1cc2cc(cnc2cc1OCCO)-c1ccc(CC(=O)Nc2cc(on2)C(C)(C)C(F)(F)F)c(F)c1,Receptor-type tyrosine-protein kinase FLT3,4.0
COc1cc2nc(cnc2cc1OCCN1CCOCC1)-c1ccc(CC(=O)Nc2cc(on2)C(C)(C)C)c(F)c1,Receptor-type tyrosine-protein kinase FLT3,4.0
COc1cc2nc(cnc2cc1OCCN1CCOCC1)-c1ccc(CC(=O)Nc2cc(on2)C(C)(C)C(F)(F)F)cc1,Receptor-type tyrosine-protein kinase FLT3,4.0
COc1cc2nc(cnc2cc1OCCN1CCOCC1)-c1ccc(CC(=O)Nc2cc(nn2C)C(C)(C)C(F)(F)F)c(F)c1,Receptor-type tyrosine-protein kinase FLT3,4.0
COc1cc2nc(cnc2cc1OCCN1CCOCC1)-c1ccc(CC(=O)Nc2cc(no2)C2(C)CC2)c(F)c1,Receptor-type tyrosine-protein kinase FLT3,4.0
COc1cc2nc(cnc2cc1OCCN1CCOCC1(C)C)-c1ccc(CC(=O)Nc2cc(on2)C2(CC2)C(F)(F)F)c(F)c1,Receptor-type tyrosine-protein kinase FLT3,4.0
CC(C)(C)c1cc(NC(=O)Cc2ccc(cc2)-c2cnc3[nH]cc(c3c2)C2(O)COC2)no1,Receptor-type tyrosine-protein kinase FLT3,4.0
OCC1Cn2nc3ncc(cc3c2O1)-c1ccc(CC(=O)Nc2cc(on2)C2(CC2)C(F)(F)F)c(F)c1,Receptor-type tyrosine-protein kinase FLT3,4.0
CN1CCN(CC1)C(=O)c1cc2cc(cnc2[nH]1)-c1ccc(CC(=O)Nc2cc(on2)C(C)(C)C)cc1,Receptor-type tyrosine-protein kinase FLT3,4.0
CN(C)CCNC(=O)c1n[nH]c2ncc(cc12)-c1ccc(CC(=O)Nc2cc(on2)C(C)(C)C)cc1,Receptor-type tyrosine-protein kinase FLT3,4.0
CC(C)(C)c1cc(NC(=O)Cc2ccc(cc2)-c2cnc3[nH]nc(-n4nccn4)c3c2)no1,Receptor-type tyrosine-protein kinase FLT3,4.0
FC(F)COc1n[nH]c2ncc(cc12)-c1ccc(CC(=O)Nc2cc(on2)C2(CC2)C(F)(F)F)c(F)c1,Receptor-type tyrosine-protein kinase FLT3,4.0
CC(C)(C)c1cc(NC(=O)Cc2ccc(cc2)-c2cnc3[nH]nc(-n4ccnn4)c3c2)no1,Receptor-type tyrosine-protein kinase FLT3,4.0
FCCOc1n[nH]c2ncc(cc12)-c1ccc(CC(=O)Nc2cc(on2)C2(CC2)C(F)(F)F)c(F)c1,Receptor-type tyrosine-protein kinase FLT3,4.0
CCN1CCN(CCOc2cc3ncc(nc3cc2OC)-c2ccc(CC(=O)Nc3cc(on3)C3(CC3)C(F)(F)F)c(F)c2)CC1,Receptor-type tyrosine-protein kinase FLT3,4.0
OC(=O)c1cc2cc(cnc2[nH]1)-c1ccc(CC(=O)Nc2cc(on2)C2(CC2)C(F)(F)F)c(F)c1,Receptor-type tyrosine-protein kinase FLT3,4.0
CS(=O)(=O)CCNC(=O)c1cc2cc(cnc2[nH]1)-c1ccc(CC(=O)Nc2cc(on2)C2(CC2)C(F)(F)F)c(F)c1,Receptor-type tyrosine-protein kinase FLT3,4.0
CN(C)CCNC(=O)c1cc2cc(cnc2[nH]1)-c1ccc(CC(=O)Nc2cc(on2)C2(CC2)C(F)(F)F)c(F)c1,Receptor-type tyrosine-protein kinase FLT3,4.0
Cn1cc(cn1)-c1n[nH]c2ncc(cc12)-c1ccc(CC(=O)Nc2cc(on2)C(C)(C)C)cc1,Receptor-type tyrosine-protein kinase FLT3,4.0
CN(C)C1CCN(C1)C(=O)c1cc2cc(cnc2[nH]1)-c1ccc(CC(=O)Nc2cc(on2)C2(CC2)C(F)(F)F)c(F)c1,Receptor-type tyrosine-protein kinase FLT3,4.0
OC1CN(C1)C(=O)c1cc2cc(cnc2[nH]1)-c1ccc(CC(=O)Nc2cc(on2)C2(CC2)C(F)(F)F)c(F)c1,Receptor-type tyrosine-protein kinase FLT3,4.0
Fc1cc(ccc1CC(=O)Nc1cc(on1)C1(CC1)C(F)(F)F)-c1cnc2[nH]c(cc2c1)C(=O)NC1CNC1,Receptor-type tyrosine-protein kinase FLT3,4.0
CN1CC(C1)NC(=O)c1cc2cc(cnc2[nH]1)-c1ccc(CC(=O)Nc2cc(on2)C2(CC2)C(F)(F)F)c(F)c1,Receptor-type tyrosine-protein kinase FLT3,4.0
CC(C)(c1cc(NC(=O)Cc2ccc(cc2F)-c2cnc3[nH]nc(OCCOC(F)(F)F)c3c2)no1)C(F)(F)F,Receptor-type tyrosine-protein kinase FLT3,4.0
COc1cc2ncc(cc2c(OC)c1OC)-c1ccc(CC(=O)Nc2cc(on2)C(C)(C)C(F)(F)F)c(F)c1,Receptor-type tyrosine-protein kinase FLT3,4.0
COc1cc2ncc(cc2c(OC)c1OC)-c1ccc(CC(=O)Nc2cc(on2)C(C)(C)C)cc1,Receptor-type tyrosine-protein kinase FLT3,4.0
CN(C)NC(=O)c1cc2cc(cnc2[nH]1)-c1ccc(CC(=O)Nc2cc(on2)C2(CC2)C(F)(F)F)c(F)c1,Receptor-type tyrosine-protein kinase FLT3,4.0
CCOc1cc2ncc(nc2cc1OCC)-c1ccc(CC(=O)Nc2cc(on2)C2(CC2)C(F)(F)F)c(F)c1,Receptor-type tyrosine-protein kinase FLT3,4.0
Fc1cc(ccc1CC(=O)Nc1cc(on1)C1(CC1)C(F)(F)F)-c1cnc2cc3OCOc3cc2n1,Receptor-type tyrosine-protein kinase FLT3,4.0
COCCOc1cc2ncc(nc2cc1OCCOC)-c1ccc(CC(=O)Nc2cc(on2)C(C)(C)C)cc1,Receptor-type tyrosine-protein kinase FLT3,4.0
OC[C@@H]1COc2cc3nc(cnc3cc2O1)-c1ccc(CC(=O)Nc2cc(on2)C2(CC2)C(F)(F)F)c(F)c1,Receptor-type tyrosine-protein kinase FLT3,4.0
OC[C@@H]1COc2cc3ncc(nc3cc2O1)-c1ccc(CC(=O)Nc2cc(on2)C2(CC2)C(F)(F)F)c(F)c1,Receptor-type tyrosine-protein kinase FLT3,4.0
COc1cc2nc(N)c(nc2cc1OC)-c1ccc(CC(=O)Nc2cc(on2)C2(CC2)C(F)(F)F)c(F)c1,Receptor-type tyrosine-protein kinase FLT3,4.0
COc1cc2nc(OC)c(nc2cc1OC)-c1ccc(CC(=O)Nc2cc(on2)C2(CC2)C(F)(F)F)c(F)c1,Receptor-type tyrosine-protein kinase FLT3,4.0
COCCOc1cc2ncc(nc2cc1OCCOC)-c1ccc(CC(=O)Nc2cc(on2)C2(CC2)C(F)(F)F)c(F)c1,Receptor-type tyrosine-protein kinase FLT3,4.0
COCCOc1cc2ncc(cc2cc1OC)-c1ccc(CC(=O)Nc2cc(on2)C2(CC2)C(F)(F)F)c(F)c1,Receptor-type tyrosine-protein kinase FLT3,4.0
COc1cc2cc(cnc2cc1OCCOC(C)=O)-c1ccc(CC(=O)Nc2cc(on2)C2(CC2)C(F)(F)F)c(F)c1,Receptor-type tyrosine-protein kinase FLT3,4.0
COc1cc2cc(cnc2cc1OC)-c1ccc(CC(=O)Nc2cc(on2)C2(CC2)C(F)(F)F)c(F)c1,Receptor-type tyrosine-protein kinase FLT3,4.0
COc1cc2cc(cnc2cc1OC)-c1ccc(CC(=O)Nc2cc(on2)C(C)(C)C(F)(F)F)c(F)c1,Receptor-type tyrosine-protein kinase FLT3,4.0
COc1cc2nc(cnc2cc1OCCOC(C)=O)-c1ccc(CC(=O)Nc2cc(on2)C2(CC2)C(F)(F)F)c(F)c1,Receptor-type tyrosine-protein kinase FLT3,4.0
COc1cc2nc(cnc2cc1OCCO)-c1ccc(CC(=O)Nc2cc(on2)C2(CC2)C(F)(F)F)c(F)c1,Receptor-type tyrosine-protein kinase FLT3,4.0
CCOC(=O)c1nc2cc(OC)c(OC)cc2nc1-c1ccc(CC(=O)Nc2cc(on2)C2(CC2)C(F)(F)F)c(F)c1,Receptor-type tyrosine-protein kinase FLT3,50.0
COc1cc2nc(C(O)=O)c(nc2cc1OC)-c1ccc(CC(=O)Nc2cc(on2)C2(CC2)C(F)(F)F)c(F)c1,Receptor-type tyrosine-protein kinase FLT3,35.0
COc1cc2nc(cnc2cc1OCCN1CCCC1)-c1ccc(CC(=O)Nc2cc(on2)C2(CC2)C(F)(F)F)c(F)c1,Receptor-type tyrosine-protein kinase FLT3,4.0
COc1cc2nc(C(N)=O)c(nc2cc1OC)-c1ccc(CC(=O)Nc2cc(on2)C2(CC2)C(F)(F)F)c(F)c1,Receptor-type tyrosine-protein kinase FLT3,50.0
COc1cc2nc(cnc2cc1OCCOC(=O)N(C)C)-c1ccc(CC(=O)Nc2cc(on2)C2(CC2)C(F)(F)F)c(F)c1,Receptor-type tyrosine-protein kinase FLT3,4.0
COc1cc2nc(CO)c(nc2cc1OC)-c1ccc(CC(=O)Nc2cc(on2)C2(CC2)C(F)(F)F)c(F)c1,Receptor-type tyrosine-protein kinase FLT3,4.0
COc1cc2ncc(c(Cl)c2cc1OC)-c1ccc(CC(=O)Nc2cc(on2)C(C)(C)C(F)(F)F)c(F)c1,Receptor-type tyrosine-protein kinase FLT3,4.0
COc1cc2ncc(nc2cc1OC)-c1ccc(CC(=O)Nc2cc(nn2C)C(C)(C)C)c(F)c1,Receptor-type tyrosine-protein kinase FLT3,4.0
COc1cc2ncc(nc2cc1OC)-c1ccc(CC(=O)Nc2cc(nn2-c2ccccc2)C(C)(C)C)c(F)c1,Receptor-type tyrosine-protein kinase FLT3,4.0
COc1cc2ncc(-c3ccc(CC(=O)Nc4cc(on4)C(C)(C)C(F)(F)F)c(F)c3)c(N=[N]#N)c2cc1OC,Receptor-type tyrosine-protein kinase FLT3,4.0
CCN1CC(C1)Oc1cc2ncc(nc2cc1OC)-c1ccc(CC(=O)Nc2cc(on2)C2(CC2)C(F)(F)F)c(F)c1,Receptor-type tyrosine-protein kinase FLT3,4.0
COc1cc2ncc(c(N)c2cc1OC)-c1ccc(CC(=O)Nc2cc(on2)C(C)(C)C(F)(F)F)c(F)c1,Receptor-type tyrosine-protein kinase FLT3,4.0
COc1cc2nc(cnc2cc1OC1COC1)-c1ccc(CC(=O)Nc2cc(on2)C2(CC2)C(F)(F)F)c(F)c1,Receptor-type tyrosine-protein kinase FLT3,4.0
COc1cc2ncc(-c3ccc(CC(=O)Nc4cc(on4)C(C)(C)C(F)(F)F)c(F)c3)c(OC)c2cc1OC,Receptor-type tyrosine-protein kinase FLT3,12.5
COc1cc2nc(Cl)c(nc2cc1OC)-c1ccc(CC(=O)Nc2cc(on2)C2(CC2)C(F)(F)F)c(F)c1,Receptor-type tyrosine-protein kinase FLT3,4.0
COc1cc2nc(cnc2cc1OC1COC1)-c1ccc(CC(=O)Nc2cc(on2)C(C)(C)C(F)(F)F)c(F)c1,Receptor-type tyrosine-protein kinase FLT3,4.0
COc1cc2nc(cnc2cc1OC1CNC1)-c1ccc(CC(=O)Nc2cc(on2)C(C)(C)C(F)(F)F)c(F)c1,Receptor-type tyrosine-protein kinase FLT3,4.0
CCN1CC(C1)Oc1cc2ncc(nc2cc1OC)-c1ccc(CC(=O)Nc2cc(on2)C(C)(C)C(F)(F)F)c(F)c1,Receptor-type tyrosine-protein kinase FLT3,4.0
COc1cc2nc(cnc2cc1OC1CN(C)C1)-c1ccc(CC(=O)Nc2cc(on2)C(C)(C)C(F)(F)F)c(F)c1,Receptor-type tyrosine-protein kinase FLT3,4.0
CC(C)(c1cc(NC(=O)Cc2ccc(cc2F)-c2cnc3c(N)cccc3c2)no1)C(F)(F)F,Receptor-type tyrosine-protein kinase FLT3,4.0
COc1cc2nc(O)c(nc2cc1OC)-c1ccc(CC(=O)Nc2cc(on2)C2(CC2)C(F)(F)F)c(F)c1,Receptor-type tyrosine-protein kinase FLT3,4.0
COc1cc2ncc(nc2cc1OC)-c1ccc(CC(=O)Nc2cc(n[nH]2)C(C)(C)C)c(F)c1,Receptor-type tyrosine-protein kinase FLT3,4.0
CN(C)C(=O)COc1cc2ncc(nc2cc1OCC(=O)N(C)C)-c1ccc(CC(=O)Nc2cc(on2)C2(CC2)C(F)(F)F)c(F)c1,Receptor-type tyrosine-protein kinase FLT3,4.0
COc1ccc2ncc(nc2n1)-c1ccc(CC(=O)Nc2cc(on2)C2(CC2)C(F)(F)F)c(F)c1,Receptor-type tyrosine-protein kinase FLT3,4.0
COc1cc2ncc(nc2cc1OCc1ccccc1)-c1ccc(CC(=O)Nc2cc(on2)C2(CC2)C(F)(F)F)c(F)c1,Receptor-type tyrosine-protein kinase FLT3,50.0
COc1cc2ncc(nc2cc1O)-c1ccc(CC(=O)Nc2cc(on2)C2(CC2)C(F)(F)F)c(F)c1,Receptor-type tyrosine-protein kinase FLT3,4.0
COc1cc2ncc(nc2cc1OCCN(C)C)-c1ccc(CC(=O)Nc2cc(on2)C2(CC2)C(F)(F)F)c(F)c1,Receptor-type tyrosine-protein kinase FLT3,4.0
